골프장명,골프장지역명,"대중제,회원제",18,사용일자,사용시간,성별코드,나이,"도민,비도민",판매업체명
라온GC,서부권,대중제,27,20211001,802,2,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211005,747,2,30.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211006,740,2,30.0,도민,해비치CC
오라CC ,제주시권,회원제+대중제,36,20211013,1207,1,40.0,도민,(주)부민가자투어
타미우스CC,서부권,회원제,27,20211007,1622,1,50.0,도민,섬프로(타미우스)
라온GC,서부권,대중제,27,20211001,755,1,40.0,도민,라온GC
샤인빌CC,동부권,대중제,18,20211020,708,1,30.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211023,717,1,30.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211026,1301,1,30.0,도민,슬기로운골프생활
우리들CC,서귀포권,대중제,18,20211023,630,1,40.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211031,1308,2,40.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211021,710,1,50.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211015,1303,1,40.0,도민,라온GC
타미우스CC,서부권,회원제,27,20211016,1629,1,40.0,도민,섬프로(타미우스)
라온GC,서부권,대중제,27,20210926,1338,1,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211007,843,2,40.0,도민,해비치CC
그린필드CC(구 제피로스),제주시권,회원제,18,20211015,749,1,50.0,도민,(주)부민가자투어
라온GC,서부권,대중제,27,20211013,741,1,40.0,비도민,라온GC
오라CC ,제주시권,회원제+대중제,36,20211013,748,1,40.0,도민,(주)부민가자투어
라온GC,서부권,대중제,27,20211007,741,1,40.0,도민,라온GC
라온GC,서부권,대중제,27,20211001,844,2,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211004,850,1,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211012,1131,1,60.0,도민,해비치CC
라온GC,서부권,대중제,27,20211014,830,2,40.0,도민,라온GC
더클래식CC,동부권,대중제,18,20211109,717,1,40.0,도민,섬프로
더클래식CC,동부권,대중제,18,20211109,710,2,40.0,도민,섬프로
제주CC,제주시권,대중제,18,20211031,1308,1,40.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211017,1317,2,40.0,도민,라온GC
라온GC,서부권,대중제,27,20210929,659,2,40.0,도민,라온GC
더클래식CC,동부권,대중제,18,20211004,735,1,50.0,도민,슬기로운골프생활
더클래식CC,동부권,대중제,18,20211004,735,1,50.0,도민,슬기로운골프생활
샤인빌CC,동부권,대중제,18,20211019,1328,2,50.0,도민,슬기로운골프생활
한라산CC,제주시권,대중제,18,20211011,648,1,40.0,도민,슬기로운골프생활
샤인빌CC,동부권,대중제,18,20211019,1335,2,40.0,도민,슬기로운골프생활
더클래식CC,동부권,대중제,18,20211104,1101,1,40.0,도민,섬프로
한라산CC,제주시권,대중제,18,20211011,648,1,50.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211016,1146,2,40.0,도민,라온GC
라온GC,서부권,대중제,27,20211020,706,2,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211017,1248,1,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211017,1255,2,40.0,도민,해비치CC
더클래식CC,동부권,대중제,18,20211013,722,2,60.0,도민,섬프로
더클래식CC,동부권,대중제,18,20211111,717,1,50.0,도민,섬프로
타미우스CC,서부권,회원제,27,20211028,1629,1,40.0,도민,섬프로(타미우스)
스프링데일CC,동부권,대중제,18,20211016,650,2,40.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211003,726,2,40.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211016,710,1,40.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211015,1227,1,40.0,도민,해비치CC
더클래식CC,동부권,대중제,18,20211112,717,2,40.0,도민,섬프로
해비치CC,동부권,회원제+대중제,36,20211017,726,1,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211013,1221,1,30.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211024,754,1,40.0,도민,해비치CC
스프링데일CC,동부권,대중제,18,20211030,704,1,50.0,도민,슬기로운골프생활
스프링데일CC,동부권,대중제,18,20211030,704,2,50.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211021,705,1,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211006,652,1,20.0,도민,라온GC
샤인빌CC,동부권,대중제,18,20211016,708,1,40.0,도민,슬기로운골프생활
그린필드CC(구 제피로스),제주시권,회원제,18,20211009,735,2,40.0,비도민,(주)부민가자투어
해비치CC,동부권,회원제+대중제,36,20211008,822,2,40.0,도민,해비치CC
오라CC ,제주시권,회원제+대중제,36,20211019,1157,1,40.0,도민,(주)부민가자투어
라온GC,서부권,대중제,27,20211017,1235,1,40.0,도민,라온GC
우리들CC,서귀포권,대중제,18,20211023,630,1,30.0,도민,슬기로운골프생활
샤인빌CC,동부권,대중제,18,20211022,647,1,30.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211022,1219,2,40.0,도민,슬기로운골프생활
타미우스CC,서부권,회원제,27,20211028,1629,1,40.0,도민,섬프로(타미우스)
타미우스CC,서부권,회원제,27,20211020,1601,1,50.0,도민,섬프로(타미우스)
해비치CC,동부권,회원제+대중제,36,20211013,1309,1,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211017,1248,2,30.0,도민,해비치CC
더클래식CC,동부권,대중제,18,20211115,717,2,40.0,도민,섬프로
제주CC,제주시권,대중제,18,20211013,745,1,40.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211015,1215,1,40.0,도민,슬기로운골프생활
더클래식CC,동부권,대중제,18,20211029,722,2,20.0,도민,섬프로
더클래식CC,동부권,대중제,18,20211031,1146,2,40.0,도민,섬프로
해비치CC,동부권,회원제+대중제,36,20211001,740,1,20.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211010,740,1,20.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211008,658,1,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211007,706,2,40.0,도민,라온GC
그린필드CC(구 제피로스),제주시권,회원제,18,20211016,1300,1,40.0,도민,(주)부민가자투어
라온GC,서부권,대중제,27,20211001,830,2,30.0,도민,라온GC
오라CC ,제주시권,회원제+대중제,36,20211012,816,1,30.0,도민,(주)부민가자투어
아덴힐GC,서부권,대중제,18,20211004,651,1,50.0,도민,아덴힐GC
라온GC,서부권,대중제,27,20211018,1242,2,40.0,비도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211017,1323,2,40.0,비도민,해비치CC
그린필드CC(구 제피로스),제주시권,회원제,18,20211025,749,2,50.0,도민,(주)부민가자투어
라온GC,서부권,대중제,27,20211014,1139,1,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211011,651,1,30.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211004,829,1,40.0,도민,해비치CC
그린필드CC(구 제피로스),제주시권,회원제,18,20211013,742,1,40.0,비도민,(주)부민가자투어
그린필드CC(구 제피로스),제주시권,회원제,18,20211011,1239,1,40.0,도민,(주)부민가자투어
라온GC,서부권,대중제,27,20210930,727,2,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211010,1159,1,40.0,도민,해비치CC
샤인빌CC,동부권,대중제,18,20211015,1403,1,50.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211013,734,2,40.0,도민,라온GC
아덴힐GC,서부권,대중제,18,20211007,644,1,40.0,도민,아덴힐GC
해비치CC,동부권,회원제+대중제,36,20211011,1227,1,40.0,도민,해비치CC
아덴힐GC,서부권,대중제,18,20211007,712,1,30.0,도민,아덴힐GC
해비치CC,동부권,회원제+대중제,36,20211007,843,2,20.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211011,719,1,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211017,658,1,40.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211013,1315,2,40.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211011,713,1,40.0,도민,라온GC
제주CC,제주시권,대중제,18,20211019,1308,2,50.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211026,1308,1,50.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211016,1152,2,30.0,도민,해비치CC
라온GC,서부권,대중제,27,20210928,659,1,30.0,도민,라온GC
타미우스CC,서부권,회원제,27,20211001,1629,2,40.0,도민,섬프로(타미우스)
타미우스CC,서부권,회원제,27,20211027,1608,1,40.0,도민,섬프로(타미우스)
타미우스CC,서부권,회원제,27,20211004,1622,1,40.0,도민,섬프로(타미우스)
라온GC,서부권,대중제,27,20211005,727,1,40.0,도민,라온GC
제주CC,제주시권,대중제,18,20211013,745,1,50.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211016,710,1,40.0,도민,슬기로운골프생활
더클래식CC,동부권,대중제,18,20211030,709,1,40.0,도민,섬프로
한라산CC,제주시권,대중제,18,20211011,648,1,40.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211011,717,1,30.0,도민,슬기로운골프생활
더클래식CC,동부권,대중제,18,20211025,716,1,50.0,도민,섬프로
더클래식CC,동부권,대중제,18,20211104,1055,2,40.0,도민,섬프로
제주CC,제주시권,대중제,18,20211013,1308,2,40.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211015,1215,1,40.0,비도민,슬기로운골프생활
스프링데일CC,동부권,대중제,18,20211016,650,1,50.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211015,651,1,30.0,도민,해비치CC
라온GC,서부권,대중제,27,20210926,1317,1,50.0,도민,라온GC
타미우스CC,서부권,회원제,27,20211027,1601,2,30.0,도민,섬프로(타미우스)
해비치CC,동부권,회원제+대중제,36,20211001,754,2,50.0,도민,해비치CC
라온GC,서부권,대중제,27,20211003,734,1,40.0,도민,라온GC
라온GC,서부권,대중제,27,20211001,706,1,40.0,도민,라온GC
라온GC,서부권,대중제,27,20211011,1139,2,40.0,도민,라온GC
샤인빌CC,동부권,대중제,18,20211010,1314,2,40.0,도민,슬기로운골프생활
그린필드CC(구 제피로스),제주시권,회원제,18,20211021,749,2,50.0,도민,(주)부민가자투어
그린필드CC(구 제피로스),제주시권,회원제,18,20211018,721,1,40.0,도민,(주)부민가자투어
해비치CC,동부권,회원제+대중제,36,20211011,1234,1,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211013,706,1,30.0,도민,라온GC
제주CC,제주시권,대중제,18,20211012,710,2,20.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211014,734,1,40.0,도민,라온GC
샤인빌CC,동부권,대중제,18,20211016,1335,2,40.0,도민,슬기로운골프생활
오라CC ,제주시권,회원제+대중제,36,20211013,748,1,40.0,도민,(주)부민가자투어
오라CC ,제주시권,회원제+대중제,36,20211021,820,2,40.0,도민,섬프로
타미우스CC,서부권,회원제,27,20211011,1622,2,50.0,도민,섬프로(타미우스)
라온GC,서부권,대중제,27,20211004,1317,1,30.0,도민,라온GC
라온GC,서부권,대중제,27,20211014,734,1,20.0,비도민,라온GC
제주CC,제주시권,대중제,18,20211010,1322,1,30.0,도민,슬기로운골프생활
더클래식CC,동부권,대중제,18,20211103,1055,2,40.0,도민,섬프로
더클래식CC,동부권,대중제,18,20211119,736,2,40.0,도민,섬프로
더클래식CC,동부권,대중제,18,20211109,1108,2,40.0,도민,섬프로
아덴힐GC,서부권,대중제,18,20211006,801,1,50.0,도민,아덴힐GC
더클래식CC,동부권,대중제,18,20211123,1048,2,40.0,도민,섬프로
라온GC,서부권,대중제,27,20211008,734,1,20.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211013,1220,2,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211016,1152,1,30.0,도민,해비치CC
라온GC,서부권,대중제,27,20211023,755,1,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211014,651,1,40.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211002,1226,2,40.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211004,1310,1,50.0,도민,라온GC
더클래식CC,동부권,대중제,18,20211025,729,1,50.0,도민,섬프로
라온GC,서부권,대중제,27,20211005,706,2,50.0,도민,라온GC
제주CC,제주시권,대중제,18,20211006,1322,2,50.0,도민,슬기로운골프생활
더클래식CC,동부권,대중제,18,20211006,716,1,50.0,도민,섬프로
라온GC,서부권,대중제,27,20211012,1331,1,30.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211011,658,1,30.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211015,822,1,30.0,도민,해비치CC
라온GC,서부권,대중제,27,20211013,809,2,30.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211013,651,1,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211017,726,1,40.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211013,1233,1,40.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211016,843,1,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211018,713,1,50.0,도민,라온GC
그린필드CC(구 제피로스),제주시권,회원제,18,20211027,756,2,30.0,도민,(주)부민가자투어
그린필드CC(구 제피로스),제주시권,회원제,18,20211027,749,1,50.0,도민,(주)부민가자투어
해비치CC,동부권,회원제+대중제,36,20211012,1159,2,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211012,1139,1,40.0,도민,라온GC
라온GC,서부권,대중제,27,20211005,706,2,30.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211003,850,1,40.0,비도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211003,850,1,40.0,비도민,해비치CC
그린필드CC(구 제피로스),제주시권,회원제,18,20211015,742,1,50.0,도민,(주)부민가자투어
해비치CC,동부권,회원제+대중제,36,20211002,754,1,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211008,733,1,30.0,도민,해비치CC
아덴힐GC,서부권,대중제,18,20211001,705,1,30.0,도민,아덴힐GC
아덴힐GC,서부권,대중제,18,20211005,658,1,30.0,도민,아덴힐GC
오라CC ,제주시권,회원제+대중제,36,20211027,739,1,30.0,도민,섬프로
해비치CC,동부권,회원제+대중제,36,20211010,843,1,40.0,도민,해비치CC
한라산CC,제주시권,대중제,18,20211011,655,1,40.0,비도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211011,1131,2,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211009,658,1,50.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211008,724,2,40.0,도민,슬기로운골프생활
오라CC ,제주시권,회원제+대중제,36,20211019,1150,1,50.0,도민,(주)부민가자투어
해비치CC,동부권,회원제+대중제,36,20211011,658,2,40.0,도민,해비치CC
더클래식CC,동부권,대중제,18,20211012,808,2,50.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211017,836,2,50.0,도민,해비치CC
라온GC,서부권,대중제,27,20211013,734,1,40.0,도민,라온GC
더클래식CC,동부권,대중제,18,20211030,716,2,40.0,도민,섬프로
라온GC,서부권,대중제,27,20211011,652,1,30.0,도민,라온GC
제주CC,제주시권,대중제,18,20211013,1315,1,50.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211013,837,2,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211002,850,1,50.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211031,1308,2,20.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211008,844,1,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211014,651,2,30.0,도민,해비치CC
더클래식CC,동부권,대중제,18,20211015,703,1,50.0,도민,섬프로
해비치CC,동부권,회원제+대중제,36,20211012,651,1,30.0,도민,해비치CC
라온GC,서부권,대중제,27,20211017,1146,1,40.0,도민,라온GC
제주CC,제주시권,대중제,18,20211021,703,2,50.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211017,802,1,40.0,도민,라온GC
우리들CC,서귀포권,대중제,18,20211028,726,1,40.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211017,1145,2,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211017,658,1,40.0,도민,해비치CC
스프링데일CC,동부권,대중제,18,20210928,849,1,40.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211003,754,1,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211005,713,1,60.0,도민,라온GC
제주CC,제주시권,대중제,18,20211013,703,2,50.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211015,1241,2,40.0,도민,해비치CC
스프링데일CC,동부권,대중제,18,20211014,650,2,50.0,도민,슬기로운골프생활
스프링데일CC,동부권,대중제,18,20211008,807,1,50.0,도민,슬기로운골프생활
샤인빌CC,동부권,대중제,18,20211016,1328,1,50.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211016,1152,2,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211016,740,1,40.0,비도민,해비치CC
샤인빌CC,동부권,대중제,18,20211016,1335,1,50.0,도민,슬기로운골프생활
샤인빌CC,동부권,대중제,18,20211016,1335,1,40.0,비도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211013,851,1,50.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211024,726,1,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211016,843,1,40.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211025,1254,1,40.0,도민,슬기로운골프생활
타미우스CC,서부권,회원제,27,20211018,1629,1,50.0,도민,섬프로(타미우스)
더클래식CC,동부권,대중제,18,20211011,808,1,50.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211011,1255,2,40.0,도민,해비치CC
그린필드CC(구 제피로스),제주시권,회원제,18,20211020,742,1,40.0,도민,(주)부민가자투어
라온GC,서부권,대중제,27,20211002,1317,1,50.0,도민,라온GC
제주CC,제주시권,대중제,18,20211015,1215,1,50.0,도민,슬기로운골프생활
스프링데일CC,동부권,대중제,18,20211014,650,2,50.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211011,752,1,20.0,도민,슬기로운골프생활
타미우스CC,서부권,회원제,27,20211028,1636,1,40.0,비도민,섬프로(타미우스)
제주CC,제주시권,대중제,18,20211007,710,1,50.0,도민,슬기로운골프생활
오라CC ,제주시권,회원제+대중제,36,20211013,1207,2,30.0,도민,(주)부민가자투어
라온GC,서부권,대중제,27,20211014,748,2,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211017,1131,2,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211011,1248,1,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211012,734,1,30.0,도민,라온GC
타미우스CC,서부권,회원제,27,20211014,1622,1,30.0,도민,섬프로
타미우스CC,서부권,회원제,27,20211014,1629,1,40.0,도민,섬프로
라온GC,서부권,대중제,27,20211012,659,1,40.0,도민,라온GC
제주CC,제주시권,대중제,18,20211026,1301,1,40.0,도민,슬기로운골프생활
타미우스CC,서부권,회원제,27,20211018,1508,1,50.0,도민,섬프로
샤인빌CC,동부권,대중제,18,20210926,1218,1,40.0,비도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211005,1324,2,40.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211007,822,1,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211003,809,2,30.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211002,829,1,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211007,801,1,50.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211012,717,1,30.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211006,823,2,20.0,도민,라온GC
해비치CC,동부권,회원제+대중제,36,20211007,740,1,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211010,850,1,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211011,836,1,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211012,850,1,40.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211016,1315,1,40.0,도민,슬기로운골프생활
더클래식CC,동부권,대중제,18,20211112,736,1,50.0,도민,섬프로
더클래식CC,동부권,대중제,18,20211104,1140,1,50.0,도민,섬프로
제주CC,제주시권,대중제,18,20211011,745,1,50.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211015,1220,1,30.0,도민,해비치CC
라온GC,서부권,대중제,27,20211006,809,1,30.0,도민,라온GC
타미우스CC,서부권,회원제,27,20211022,1629,1,40.0,도민,섬프로(타미우스)
라온GC,서부권,대중제,27,20211013,802,2,40.0,도민,라온GC
아덴힐GC,서부권,대중제,18,20211007,712,1,30.0,도민,아덴힐GC
해비치CC,동부권,회원제+대중제,36,20211007,740,1,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211011,1138,1,50.0,도민,해비치CC
라온GC,서부권,대중제,27,20211012,1228,2,40.0,도민,라온GC
제주CC,제주시권,대중제,18,20211007,710,1,40.0,도민,슬기로운골프생활
스프링데일CC,동부권,대중제,18,20211007,1326,0,30.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211015,712,1,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211014,1228,2,40.0,도민,라온GC
타미우스CC,서부권,회원제,27,20211014,1615,1,40.0,도민,섬프로
해비치CC,동부권,회원제+대중제,36,20211014,815,2,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211012,1138,1,50.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211017,752,1,40.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211018,703,1,40.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211008,717,2,40.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211004,1242,1,40.0,도민,라온GC
라온GC,서부권,대중제,27,20211006,706,1,50.0,비도민,라온GC
라온GC,서부권,대중제,27,20211001,816,2,30.0,도민,라온GC
더클래식CC,동부권,대중제,18,20211008,709,1,40.0,도민,섬프로
라온GC,서부권,대중제,27,20211014,734,1,40.0,도민,라온GC
제주CC,제주시권,대중제,18,20211007,710,1,20.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211010,726,1,30.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211007,1240,1,40.0,비도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211013,1132,1,40.0,비도민,라온GC
제주CC,제주시권,대중제,18,20211010,1322,1,50.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211016,1330,1,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211012,1131,1,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211010,808,1,30.0,도민,해비치CC
제주CC,제주시권,대중제,18,20211018,703,1,50.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211011,1131,1,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211003,809,1,30.0,도민,라온GC
제주CC,제주시권,대중제,18,20211010,1329,1,40.0,도민,슬기로운골프생활
더클래식CC,동부권,대중제,18,20211123,1055,1,50.0,도민,섬프로
더클래식CC,동부권,대중제,18,20211103,1140,1,50.0,도민,섬프로
해비치CC,동부권,회원제+대중제,36,20211015,801,1,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211016,754,1,40.0,도민,해비치CC
스프링데일CC,동부권,대중제,18,20211013,657,1,40.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211008,745,1,50.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211008,652,2,40.0,도민,라온GC
스프링데일CC,동부권,대중제,18,20211014,650,2,60.0,도민,슬기로운골프생활
라온GC,서부권,대중제,27,20211012,706,1,30.0,도민,라온GC
제주CC,제주시권,대중제,18,20211010,1322,1,60.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211016,745,1,40.0,도민,슬기로운골프생활
해비치CC,동부권,회원제+대중제,36,20211017,1152,1,50.0,비도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211016,1330,1,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211017,1152,2,40.0,도민,해비치CC
더클래식CC,동부권,대중제,18,20211015,709,1,40.0,도민,섬프로
아덴힐GC,서부권,대중제,18,20211012,705,1,40.0,도민,아덴힐GC
아덴힐GC,서부권,대중제,18,20211004,1248,1,50.0,도민,아덴힐GC
타미우스CC,서부권,회원제,27,20211028,1636,1,40.0,비도민,섬프로(타미우스)
해비치CC,동부권,회원제+대중제,36,20211011,1241,1,40.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211011,829,1,30.0,도민,해비치CC
타미우스CC,서부권,회원제,27,20211017,1608,2,40.0,도민,섬프로(타미우스)
그린필드CC(구 제피로스),제주시권,회원제,18,20211025,742,1,50.0,도민,(주)부민가자투어
해비치CC,동부권,회원제+대중제,36,20211014,1145,2,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211009,1241,1,30.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211012,705,1,50.0,도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211016,754,1,40.0,비도민,해비치CC
해비치CC,동부권,회원제+대중제,36,20211016,651,2,40.0,도민,해비치CC
라온GC,서부권,대중제,27,20211019,1324,1,50.0,도민,라온GC
라온GC,서부권,대중제,27,20210926,706,1,40.0,도민,라온GC
타미우스CC,서부권,회원제,27,20211012,1615,2,50.0,도민,섬프로(타미우스)
라온GC,서부권,대중제,27,20210929,1345,2,40.0,도민,라온GC
라온GC,서부권,대중제,27,20210930,659,2,30.0,도민,라온GC
타미우스CC,서부권,회원제,27,20211005,1636,1,30.0,도민,섬프로(타미우스)
더클래식CC,동부권,대중제,18,20211001,742,1,50.0,도민,섬프로
라온GC,서부권,대중제,27,20211006,823,2,40.0,도민,라온GC
타미우스CC,서부권,회원제,27,20211004,1601,0,50.0,도민,섬프로(타미우스)
라온GC,서부권,대중제,27,20211004,1331,1,40.0,도민,라온GC
제주CC,제주시권,대중제,18,20211008,1322,1,40.0,도민,슬기로운골프생활
한라산CC,제주시권,대중제,18,20210930,1214,1,40.0,도민,슬기로운골프생활
타미우스CC,서부권,회원제,27,20211006,1629,2,50.0,도민,섬프로(타미우스)
타미우스CC,서부권,회원제,27,20211023,1636,1,30.0,도민,섬프로(타미우스)
아덴힐GC,서부권,대중제,18,20211012,705,1,40.0,도민,아덴힐GC
해비치CC,동부권,회원제+대중제,36,20211009,726,1,50.0,비도민,해비치CC
라온GC,서부권,대중제,27,20211004,1317,1,50.0,도민,라온GC
타미우스CC,서부권,회원제,27,20211005,1629,1,60.0,도민,섬프로(타미우스)
라온GC,서부권,대중제,27,20210930,734,2,40.0,도민,라온GC
라온GC,서부권,대중제,27,20211004,1331,1,30.0,도민,라온GC
제주CC,제주시권,대중제,18,20211003,1233,1,30.0,도민,슬기로운골프생활
아덴힐GC,서부권,대중제,18,20211012,630,2,40.0,도민,아덴힐GC
아덴힐GC,서부권,대중제,18,20211004,658,1,50.0,도민,아덴힐GC
해비치CC,동부권,회원제+대중제,36,20211011,836,1,30.0,도민,해비치CC
아덴힐GC,서부권,대중제,18,20211005,658,1,20.0,도민,아덴힐GC
샤인빌CC,동부권,대중제,18,20211013,1321,1,40.0,도민,슬기로운골프생활
제주CC,제주시권,대중제,18,20211011,1322,1,50.0,도민,슬기로운골프생활
